credit_amount,checking_status,age,duration,purpose,credit_history,employment,savings_status,property_magnitude,residence_since,installment_commitment,personal_status,job,other_payment_plans,housing,existing_credits,class
3609.1801799005775,0,30.314793037714644,24.0,5,2,3,1,0,4.0,2.171301740571339,3,1,0,1,1.8286982594286612,0
2039.0,1,20.139841149616192,18.41952344884858,3,3,1,1,2,3.7902382755757102,1.0,0,1,0,1,1.0,0
2556.470029616324,0,40.693160618816144,18.59413767327098,4,2,2,1,1,2.648534418317745,4.0,3,3,1,1,1.5495114727725818,0
1838.3229858755167,1,34.0,27.1751661012402,2,0,2,1,1,4.0,4.0,0,2,0,0,1.0,0
3822.2927720432276,2,38.341445591354464,41.48783161296831,3,4,2,1,0,2.371957903242077,4.0,1,1,1,0,1.0,0
950.2024474959104,1,31.785315024537365,14.392657512268682,3,3,3,1,0,3.202447495910439,4.0,2,1,0,2,2.4048949918208784,0
5949.645893514023,1,25.72379283643722,43.937680542068485,6,3,1,0,2,1.8307366892528536,1.8307366892528536,0,1,1,1,1.1692633107471464,0
1516.4106244292568,1,53.89399397508639,15.735104071542787,6,1,2,3,1,2.7549653094857374,3.0,2,1,1,1,2.0,0
1934.551473932607,1,33.07766439606031,21.413605449455265,5,3,1,1,1,2.784467120787939,4.0,1,1,1,1,1.0,0
4303.370574679173,1,30.7337095575664,35.374294579563,1,2,2,1,1,3.5791431526521,3.4208568473479,0,0,1,1,1.0,0
681.397204027602,1,38.9588816110408,11.7397204027602,2,3,2,1,0,3.9132401342534004,4.0,3,3,1,1,1.0,0
3426.3228801422447,1,42.63474580186308,26.47881297205379,3,2,3,1,0,2.6347458018630805,3.0478812972053793,2,0,1,1,1.0,0
3107.4111508481114,1,30.66877235206263,29.779181568041754,3,3,1,1,0,3.9263938560139175,2.0368030719930412,1,2,1,1,1.0,0
774.3063490430176,1,62.276464222095555,12.0,4,3,1,2,2,3.2864258290695725,4.0,2,2,1,1,1.0,0
2805.0753528716486,1,32.013775939493776,18.0,3,1,2,1,1,1.6620746868354073,2.0,3,1,0,1,1.6620746868354073,0
11489.644455923315,0,25.91518213886803,38.80712573343346,7,1,2,1,0,3.616963572226394,2.0,1,1,0,1,2.0,0
1353.2395578477963,2,26.92048234785871,24.0,4,2,1,0,0,3.6799196086902155,3.1600401956548922,0,3,0,1,1.1600401956548922,0
2134.4949303468943,1,26.098986069378896,15.481216716745326,4,0,2,1,2,2.740608358372663,4.0,0,1,1,1,1.580202786124221,0
750.4991564034981,1,26.944538177389106,17.66722906433464,2,3,0,1,3,1.055461822610893,4.0,0,1,1,1,1.0,0
1338.8971036788269,2,32.10289632117307,11.134241638680294,6,3,1,1,0,2.237137959853366,4.0,2,0,0,1,1.7628620401466342,0
7199.551917088333,1,29.344822638760693,43.965532083717925,5,3,2,0,0,2.890803773126782,4.0,0,0,1,1,1.0,0
6461.719152563607,0,43.8348983326896,15.768508461835571,4,1,2,0,2,2.8842542309177857,2.0,3,0,0,1,1.628084743639262,0
9086.227107546569,1,27.89816228804707,36.0,3,3,1,1,1,1.0,3.559264915218828,3,0,1,1,1.0,0
7036.939795767108,0,30.73954880126412,44.44314414683358,5,2,2,1,2,1.889213963291604,1.2964046544305345,1,1,1,1,2.0,0
4142.247247844408,1,37.24878393124997,19.500384021710534,3,3,2,1,0,3.2500640036184225,2.2500640036184225,3,1,0,1,1.2500640036184225,0
1908.2324682120982,1,28.544928136770025,26.507827528248058,6,2,1,1,1,3.291014372645995,4.0,2,0,1,1,2.0,0
1935.5406801576753,1,31.180226719225065,24.0,1,1,3,1,2,3.8197732807749363,4.0,1,1,1,1,1.819773280774936,0
1274.6322678386,1,22.046592267055548,13.227955360233327,3,1,2,1,0,3.181363093177781,2.0,0,1,1,2,1.0,0
1188.5501977140611,1,43.40158171248879,20.17470342890835,1,2,2,1,1,4.0,2.0,0,1,1,0,1.5501977140610985,0
1231.8053820527311,2,47.64371226316222,12.850301894702223,2,3,3,1,2,3.643712263162222,2.0688632105133333,0,3,1,0,1.0,0
8002.755945753615,0,26.464565982267864,36.0,0,1,1,0,0,3.464565982267863,3.7322829911339315,2,0,1,1,2.0,0
1824.4860677478098,0,32.885449189142705,30.856811486428377,3,3,2,1,2,3.314241531523784,3.657120765761892,1,1,1,0,1.342879234238108,0
1541.123124307495,1,30.872926866178673,14.24940767605105,4,1,1,1,1,1.749802558683683,2.1247038380255243,2,1,0,1,1.0,0
1204.5759172154476,1,24.865743851625865,24.0,4,2,0,1,1,4.0,3.4805536890244824,0,1,1,2,1.1731487703251726,0
1916.3404336289013,2,38.704035396323235,30.0,4,2,1,1,2,3.241778761008979,4.0,3,0,1,1,1.758221238991021,0
12970.854796255991,2,37.991234746603055,18.157774561145054,8,3,0,0,2,4.0,2.9824694932061053,0,0,1,0,1.0,0
11987.780906923368,1,34.85159108971938,28.97809069233675,6,2,1,1,1,1.3406364358877503,1.1703182179438751,1,2,1,1,1.1703182179438751,0
4871.097947316099,1,37.380410536780225,20.429384194829666,4,1,3,1,1,3.375601170753358,2.687800585376679,3,1,1,1,2.0,0
15209.49750176965,2,59.264836626363454,57.79450987909037,3,1,2,1,2,4.0,3.0,1,0,0,0,1.632418313181728,0
6417.591351501499,1,58.242213570714874,46.863320356072315,0,0,4,1,2,3.0378893214642564,3.9242213570714872,0,0,0,1,1.0378893214642564,0
655.3656596617146,1,27.45373613531413,9.204848949257201,4,3,2,1,0,2.8634340338285327,4.0,2,2,1,1,1.0,0
1096.55906807715,0,29.39464077496791,14.367844649807466,3,2,2,2,1,3.605359225032089,3.605359225032089,1,2,0,1,1.394640774967911,0
4168.466420431921,2,24.75399261295761,31.015970451830437,4,3,2,1,0,2.8306715913615936,3.5846642043192034,3,1,0,1,1.4153357956807968,0
1533.4115937110737,0,34.768125778526574,15.53043773355797,4,3,1,1,1,1.0,2.765218866778986,2,2,1,1,1.0,0
3143.507355551054,1,29.1586690053741,24.0,1,1,1,1,1,1.5396672513435254,4.0,1,1,1,1,1.0,0
1223.1477688869213,1,23.595647407243437,14.426115556539376,4,3,1,1,1,2.4043525927565628,4.0,0,2,1,1,1.0,0
915.6278188089991,1,29.20927293633302,20.860905955004704,3,3,3,0,0,1.79072706366698,4.0,0,1,0,1,1.0,0
1347.9552851072453,2,37.84756109440971,24.0,4,0,3,0,2,2.2825203648032377,4.0,3,2,0,1,1.7174796351967623,0
2245.980595671719,1,59.95237119421968,12.014112238749725,3,1,3,1,1,2.9982359701562844,3.0017640298437156,2,1,0,1,2.0,0
6875.95410472609,1,48.14621847477762,27.16328378087187,2,0,1,1,1,1.5272139634786448,2.527213963478645,1,1,0,1,1.0,0
10017.482384363431,0,39.60170218327037,45.36102130996222,5,1,2,2,1,2.4398297816729633,2.4398297816729633,3,1,0,0,1.2199148908364816,0
2106.02198440674,2,33.73809177968238,18.0,5,2,2,1,3,2.501832033895019,4.0,2,1,1,1,1.2509160169475095,0
1128.1269855739095,1,30.875283653415625,9.843537259938282,3,1,3,3,2,3.0,4.0,3,1,1,0,2.0,0
7194.311476376293,1,30.990803725672862,44.97241117701859,5,3,3,0,0,3.1651339542788106,4.0,0,0,1,1,1.0,0
11919.361521827132,0,32.07258631929243,33.469344625273635,7,2,1,1,1,1.5782241042122722,1.1927413680707575,0,3,0,1,1.1927413680707575,0
3012.9549280920805,1,20.48442651691658,34.17295685524821,4,3,2,0,0,4.0,2.968853033833163,2,1,1,1,1.0,0
1533.388507826052,0,35.22984347895688,15.668953043687065,4,3,1,1,1,1.0,2.8344765218435324,2,2,1,1,1.0,0
2729.800135881161,1,24.635767667599026,29.05720109192621,3,1,2,1,0,4.0,3.4214334243271844,1,2,0,1,1.0,0
1207.358228709104,1,23.960196810099568,23.761180860597413,4,3,1,1,0,3.960196810099569,4.0,0,1,1,2,1.0,0
3100.563781125346,1,26.81712688300712,27.21141792200475,4,3,1,1,0,3.0704726406682488,2.4647636796658756,1,2,1,1,1.0,0
7731.991836673654,0,33.68292917597738,44.68292917597738,1,0,2,1,0,3.447154862662896,2.552845137337104,0,1,1,1,1.276422568668552,0
4614.057650642598,0,34.03843376173176,8.29323798194823,2,3,1,1,1,3.4903915595670596,1.5096084404329404,0,0,1,1,1.0,0
4818.300860878836,0,31.096360065098963,25.15632078118756,3,3,2,1,0,2.9518199674505183,2.0481800325494817,3,0,0,1,1.0,0
5287.805304623569,1,50.76019932338013,26.429850507464906,0,3,0,1,1,4.0,2.0,2,0,1,0,1.9683250281924947,0
7051.5089439262565,1,42.31391612165733,48.0,4,3,2,1,2,2.3127235981564196,1.875149065437613,2,1,1,0,2.0,0
6589.863779080836,1,25.05579016952452,48.0,4,3,2,1,0,2.0,3.0,2,1,1,1,1.0,0
3950.2160717205293,0,35.159523786625144,43.739285679937716,4,3,1,0,0,2.710119053343714,4.0,2,1,0,1,1.0,0
4910.075261099889,1,35.188772844493855,33.54172883330686,5,1,2,1,2,2.7277694888924184,2.363884744446209,3,1,1,0,2.0,0
1926.5792046579206,2,32.420795342079344,16.57920465792066,3,1,1,1,2,2.0,2.4735984473597803,3,3,1,1,1.7632007763201099,0
794.3432662184141,1,53.294397902090225,12.0,2,3,1,1,1,3.9773540075315212,4.0,0,1,1,1,1.0,0
2623.1088079030005,1,44.664249045359526,16.151295367759957,4,1,3,1,1,4.0,2.1512953677599564,3,1,0,1,1.0756476838799782,0
3055.6928274097595,1,40.44294303847279,48.0,3,3,2,1,1,4.0,3.5214252677510465,3,1,1,1,1.5214252677510465,0
8273.575416661073,1,32.53015658092159,34.2964808919335,7,2,2,1,1,2.0,2.0,3,1,1,1,1.0,0
6878.949446866259,1,53.85087886463437,25.31328129756072,3,0,1,1,1,1.0,1.9452799459349701,1,1,0,1,1.0547200540650299,0
1977.5010219677056,1,39.04805826135956,35.398773638753404,2,3,3,0,2,4.0,3.899795606458901,3,0,1,1,1.0,0
2392.772742880298,1,25.8143100254685,28.3114139847189,3,3,2,1,2,3.1557069923594496,3.1557069923594496,0,1,1,1,1.0,0
1282.5046913870851,1,22.01876554834057,14.018765548340571,3,3,2,0,0,4.0,2.3364609247234287,0,1,1,2,1.0,0
739.3491845643713,1,29.778473591903147,15.221526408096853,3,3,0,1,2,1.9261578639677153,4.0,0,2,1,1,1.0,0
6322.386337130856,1,46.322006088566134,48.0,8,1,4,1,2,4.0,4.0,3,1,1,0,1.919498477858466,0
12400.403176254826,1,36.72569679112104,35.412207409545076,4,2,2,0,2,4.0,1.117558518090985,3,0,1,0,1.0,0
9026.56069863017,1,31.125514677094074,33.07741731899565,3,3,1,1,1,1.3985340019551389,3.601465998044861,2,0,1,1,1.0,0
8407.905214644446,0,42.341519831025735,33.20491189861544,6,2,3,0,1,3.534151983102574,2.767075991551287,3,1,0,0,1.232924008448713,0
1369.4511147268715,1,25.0,24.0,4,3,1,0,2,4.0,3.9031946704294755,0,1,1,1,1.0,0
4104.878544877097,2,30.1753897650634,24.0,8,3,1,2,0,3.85497401566244,3.0,0,1,1,1,1.0,0
1551.8048424304832,0,50.1311884654981,12.0,6,2,3,3,2,3.543548918640447,3.543548918640447,2,1,1,0,1.8478496395468156,0
1262.6161709397563,2,25.58266486747106,15.218499325301647,4,0,2,1,0,2.0,2.1456662168677645,2,1,1,1,1.0,0
2055.708205465312,1,29.356595060574655,22.00996931167485,3,2,0,1,1,2.663343562775049,2.336656437224951,0,0,0,1,1.0,0
4125.689603064115,1,29.932615307399637,21.810753060821167,3,3,3,1,1,3.635125510136861,2.635125510136861,3,1,0,1,1.6351255101368611,0
2448.7771928908055,1,22.23612155552133,20.833458666255957,3,3,2,1,0,2.4722431110426597,2.4722431110426597,2,1,1,1,1.0,0
1218.6748224165276,1,23.127372496025117,16.72627503974881,3,3,1,1,0,3.127372496025119,3.872627503974881,0,1,1,1,1.0,0
2746.5942761317383,1,30.777146450598117,35.10858580239247,3,0,4,0,0,3.9257154835327057,3.888573225299059,2,1,0,1,1.0,0
6344.196586647317,1,48.01830148723672,48.0,7,0,4,1,2,3.8447460394433293,4.0,2,1,1,0,1.8447460394433293,0
1221.235291444537,1,24.0,15.865547745978812,4,3,1,1,2,2.644257957663135,4.0,0,2,1,1,1.0,0
3106.695400906575,1,30.266163009948237,29.51077533996549,3,3,1,1,0,3.83692511332183,2.081537443339085,1,2,1,1,1.0,0
1841.946065712633,1,27.199159645129573,36.98342249566173,4,1,2,1,2,4.0,4.0,1,1,0,0,1.0,0
8314.66754887413,2,47.33557614039636,31.426649022517406,3,1,3,1,0,2.4755496741724685,2.0,3,0,1,1,1.7133245112587028,0
10198.674155271981,0,41.89193660964761,48.0,6,1,2,2,2,2.8432253561409557,2.8432253561409557,3,1,0,0,1.8432253561409557,0
2468.880148279288,1,23.876404076169443,18.0,3,3,0,1,0,1.3745319746101856,3.2509360507796288,3,1,1,1,1.0,0
1547.121499515861,0,27.862942776854133,22.504667312185497,6,0,3,1,0,4.0,4.0,3,2,0,1,1.1246110573178751,0
1844.382467664228,1,25.264285231164003,43.14740299268399,5,3,1,1,1,4.0,4.0,2,1,1,0,1.0,0
1251.0674747395105,2,23.563052748834505,21.46626263024472,4,2,1,1,2,2.0,3.4369472511654937,2,2,1,1,1.0,0
4740.217880457899,2,25.0,32.85754896158814,4,1,1,1,0,3.1564239084201775,2.8435760915798225,1,3,0,1,1.4217880457899112,0
2149.65328970166,1,25.73355149170077,23.759214629877228,4,1,2,1,2,1.6532897016598462,4.0,0,1,0,0,1.0,0
5291.619985811665,1,49.745786860043665,27.108948488552716,0,3,0,1,1,3.975789224766063,2.024210775233937,3,1,1,1,1.9878946123830314,0
9263.68548058535,2,28.36899593245783,36.0,6,3,1,1,0,2.8930122026265153,2.1069877973734847,2,0,1,2,1.0,0
2290.745484195085,1,36.6669292526578,21.0589162068204,4,3,2,1,1,1.9803612643931998,3.5098193678034,1,1,1,1,1.4901806321966,0
1033.4940917929255,1,42.65957336647941,22.21985778882647,5,1,1,1,3,3.703309631471078,3.703309631471078,2,1,1,1,1.296690368528922,0
1919.561427378657,1,30.059097618805996,29.82270714358201,6,2,1,1,1,3.0,4.0,2,0,1,1,1.970451190597002,0
1949.656788240141,0,28.39194649709922,19.83686134280679,5,3,1,1,0,2.722457422853786,3.4449148457075722,0,1,1,1,1.2775425771462139,0
3959.2394058235845,1,29.199504852987257,16.077326206131193,4,3,1,1,0,2.0399009705974516,3.0399009705974516,0,1,1,1,1.0,0
1354.322723185422,2,25.738847434084892,24.0,4,2,1,0,0,3.876858760985851,3.0615706195070747,0,3,0,1,1.0615706195070744,0
7774.042289549248,0,30.714661914170698,41.7146619141707,2,0,2,1,1,2.952443652361783,3.047556347638217,0,1,1,1,1.5237781738191085,0
14771.171300139733,1,65.62436730369735,12.478998262643593,4,3,4,1,2,3.568066782490427,1.6478998262643594,3,0,0,0,1.0,0
795.1790727435041,0,51.209272564959605,12.0,2,2,1,0,1,3.91046362824798,4.0,0,1,0,1,1.0,0
4249.690595249569,2,27.95544546776976,30.0,3,1,0,1,0,2.04455453223024,4.0,1,0,1,1,2.0,0
4919.450328891052,0,36.31059622203298,16.30033100012166,4,2,3,0,1,4.0,2.044370888861854,1,1,0,1,2.0,0
684.3083705597309,1,35.37444160403713,12.0,2,3,2,1,0,3.691629440269142,3.383258880538284,2,3,0,1,1.0,0
4062.092110827442,2,41.63604174264943,24.0,3,3,2,1,0,3.0909305504900377,3.0,0,1,1,1,1.0,0
12650.136038247416,0,37.465990438146136,27.587638621893653,3,1,3,0,2,4.0,2.6824722756212696,3,0,1,0,1.0,0
10654.670454794388,0,32.13188196111219,41.66019873333433,5,3,1,1,0,2.9433664555557217,4.0,1,0,1,0,2.471683227777861,0
2352.3140517637657,1,33.0,23.498553882282433,2,2,0,1,0,1.0,1.1671487059058556,1,1,1,1,1.0,0
1336.1168539395655,2,32.23370787913127,9.441573030217182,6,3,1,1,0,1.8528089899276061,3.7056179798552122,3,0,1,1,1.8528089899276061,0
2139.058070765741,1,24.0,24.949878814957387,3,2,2,1,2,2.841686864173769,4.0,0,1,0,1,1.4208434320868846,0
7506.429583530996,0,51.35157049761569,20.109422985694145,9,2,3,0,1,3.472644253576464,1.5273557464235359,2,0,0,0,1.0,0
1378.0779031564564,1,35.32467742706041,20.103870875275142,4,3,2,0,0,2.3246774270604047,3.3506451458791906,0,1,1,1,1.0,0
4152.36070141928,1,24.270821042578408,29.08328417031364,4,3,3,1,1,3.1527859716143936,3.423607014192803,3,1,0,1,1.5763929858071968,0
6225.392982976233,1,42.47789192834418,44.65684085704186,2,1,3,1,2,4.0,4.0,2,1,1,0,1.278596595246512,0
1472.2232447363356,0,22.160465423990676,11.406981359860161,5,3,3,1,0,2.320930847981355,4.0,2,1,1,1,1.1604654239906775,0
14313.59094864566,2,56.545458623264025,36.363633101388785,4,3,3,1,2,2.0,4.0,3,0,1,0,1.0,0
2110.861172461082,2,31.11686491691399,18.0,4,2,2,1,3,2.9050977050901556,4.0,1,1,1,1,1.4525488525450778,0
1359.5341932143685,1,23.763401850626735,17.817009253133676,4,3,1,1,0,4.0,3.0,0,2,1,1,1.0,0
1437.6088518480524,1,30.90221296201311,16.0239833316236,4,0,2,1,2,3.5608851848052447,3.7804425924026224,3,2,1,0,1.7804425924026224,0
3052.4073385460415,2,21.350939976164614,37.63026050054309,6,3,1,2,0,3.2981200476707704,3.649060023835385,2,1,1,2,1.0,0
930.0437779792516,2,31.85288891988485,6.220666620172722,3,0,1,1,1,1.0,1.220666620172722,0,2,1,1,1.0,0
7093.556893333438,1,31.838699580949978,44.75804937142497,6,3,3,0,1,2.0806502095250106,2.6209753142875156,0,0,1,1,1.4596748952374947,0
1480.694608320236,0,23.34730416011806,10.34730416011806,6,3,2,0,1,1.5508986132939802,3.1017972265879603,2,1,1,1,1.0,0
1225.0602286198095,1,23.431439458086164,13.685605419138353,3,3,1,1,1,3.4314394580861647,3.5685605419138353,0,1,1,1,1.0,0
4006.8175102631667,1,44.96794077399346,27.93588154798692,3,3,2,1,0,2.0160296130032704,3.0,2,2,1,1,1.0,0
7140.8103772071945,1,50.91698644650393,49.47036250835017,2,3,2,1,2,4.0,3.122530209029181,3,1,1,0,1.8774697909708191,0
3195.9532790468497,1,23.86469820348069,18.811810779115877,5,3,1,1,3,2.2706035930386252,2.2706035930386252,0,1,1,1,1.0,0
774.4983608621529,1,56.95335779190172,12.0,6,2,2,2,2,3.0,4.0,2,3,0,1,1.0,0
730.168967186192,1,32.173312907949885,12.826687092050113,5,3,0,1,2,2.7244376359832954,4.0,1,2,1,1,1.0,0
657.9389790739634,1,26.424408370414614,9.59084686109452,4,3,2,1,0,2.6061020926036536,4.0,2,2,1,1,1.0,0
1120.270565189541,0,28.81803767930273,12.0,3,3,2,2,0,3.8180376793027313,4.0,0,2,1,1,1.1819623206972687,0
964.954034716372,1,28.713430319117926,20.28537212764717,4,3,1,1,0,2.380895354607862,2.142686063823585,1,2,0,0,1.0,0
1281.510139715831,1,32.31172927174397,23.59920522204347,6,2,2,1,0,2.0890655062125627,3.9554672468937184,0,2,1,0,1.0445327531062814,0
1936.5208296129515,1,31.852082961295146,23.112497767770886,5,2,1,1,1,2.8520829612951477,3.704165922590295,1,1,1,1,1.1479170387048525,0
945.0557154215228,3,35.56964427690346,21.08357313228415,4,2,3,1,2,2.7569644276903458,4.0,2,1,0,0,1.4860711446193082,0
8274.499243100061,1,34.17963920899964,31.398952944937705,4,3,3,1,1,3.022454901124955,2.0,1,0,1,0,1.5112274505624774,0
2020.6210303334988,1,21.646558275644207,24.0,6,3,1,1,1,2.0603251730673833,1.3534417243557946,2,1,1,1,1.0,0
1985.5577933473862,0,20.58794095639606,20.90955717297047,5,3,1,1,2,3.5879409563960625,2.0,2,2,1,2,1.2060295218019688,0
3093.3095757457754,1,22.736636356998712,24.491090904665807,5,3,1,1,0,2.163696968221936,2.918151515889032,1,1,1,1,1.0,0
2331.5318757201194,2,25.636052732648338,16.66963842320188,6,3,1,1,2,2.840986816837916,2.159013183162084,0,3,1,1,1.0,0
720.5150195559186,0,40.31579761990773,12.293229591468117,2,3,3,1,0,3.8533852042659413,4.0,2,2,0,1,1.0,0
1831.028313011056,1,27.445536769209443,31.663389692371673,6,3,0,1,0,2.7298466373687305,4.0,3,0,1,0,1.0,0
2443.7029049966914,1,33.61679264803192,23.170075588819152,5,3,0,1,2,3.585037794409576,4.0,0,1,1,1,1.0,0
1238.5363048508075,2,36.29043880646035,9.024203233871695,3,3,3,1,2,4.0,1.9757967661283042,0,2,1,0,1.0,0
1462.3524290408284,1,28.607928493195278,15.092510137024524,4,1,2,0,2,2.546255068512262,3.030836712341508,2,2,1,0,1.515418356170754,0
1309.0732208198722,0,26.983358904574512,10.006656438170195,4,3,1,0,0,3.9900153427447074,3.993343561829805,3,2,1,1,1.0,0
3032.5264498558167,2,21.02502376812814,44.47450086930907,6,3,1,2,0,3.9499524637437204,3.97497623187186,2,1,1,2,1.0,0
4105.813338027481,1,24.5798724424598,24.0,3,3,3,1,1,3.92100637787701,3.0,2,1,0,1,1.9210063778770101,0
3039.4753581558357,1,34.984340957128644,46.27130372337533,3,3,2,1,0,4.0,3.576232092208223,3,1,1,1,1.0,0
2110.843948993173,2,31.126194295364705,18.0,4,2,2,1,3,2.9036624160977373,4.0,1,1,1,1,1.4518312080488687,0
750.1771483987673,2,37.36817329300743,9.739592628395323,6,3,2,1,3,2.2465308761317746,3.2465308761317746,0,3,1,1,1.0,0
1481.757345867536,1,24.89320694607315,12.640758323561098,5,3,2,0,2,1.1601895808902745,2.1067930539268493,1,1,1,1,1.0533965269634247,0
4282.01925420031,1,24.082957587828638,32.04444918721003,3,1,2,2,0,3.9362966124806684,1.1911101625579952,0,0,1,1,1.9362966124806684,0
1489.4536315260177,2,27.887216690244674,11.03759443658511,4,2,2,0,2,1.6416037089432607,2.0,1,0,1,1,1.3208018544716302,0
4762.875064602088,1,29.521038905024234,20.98597406331718,3,1,1,1,0,4.0,2.251168828056902,0,2,0,1,1.2511688280569018,0
2768.163611253156,2,25.212538319074344,14.550459828892137,3,2,3,0,0,2.2125383190743446,1.3188074786115171,0,1,0,1,1.1062691595371723,0
948.8982137651521,2,27.175148852903984,12.0,3,2,1,2,0,3.649702294192034,4.0,0,1,0,1,3.824851147096017,0
1084.4897376388653,1,29.781080481904148,14.137296578284975,5,3,2,0,2,2.6437839036191706,4.0,1,1,1,1,1.6437839036191708,0
3572.373983522309,0,28.18110049404691,24.0,3,0,3,1,0,4.0,2.7047248764882728,3,1,0,1,1.2952751235117272,0
5252.9447805596365,1,35.06415546291536,29.036706073238815,2,1,0,1,0,2.6421959511741235,3.3578040488258765,2,0,1,1,2.0,0
943.3440618113759,2,28.91398454715603,9.703218543412763,3,1,1,2,0,2.8516092717063812,2.8516092717063812,0,1,0,1,2.8516092717063812,0
12627.356405439063,1,43.16089864023418,32.612557623736045,2,2,2,1,2,4.0,1.6774884752527912,3,0,1,0,1.0,0
3361.1298724165144,0,27.626773156414934,33.20079867311201,2,2,1,1,0,1.8133865782074676,3.6267731564149353,0,0,1,1,1.1866134217925324,0
1668.1267275731375,1,23.192082453457896,11.554462400266921,6,2,1,1,0,2.0,4.0,0,1,1,1,1.0,0
1344.4485503456258,1,25.84244295589306,17.763664433839587,6,3,1,1,2,2.9212214779465286,3.9212214779465286,2,1,0,1,1.0,0
898.6607918262414,1,32.689498619880986,20.837572611530582,4,1,4,0,0,3.054142462823139,4.0,1,1,0,1,1.0,0
8079.883200440512,1,25.090751222198243,36.0,2,1,2,1,1,2.0,2.909248777801756,0,0,1,1,1.909248777801756,0
2292.4979565604217,0,41.452247783536116,13.195095745012107,0,1,0,1,0,2.0995913120843426,4.0,2,0,1,1,1.9502043439578287,0
5204.713464276409,1,28.532482467701655,33.19489480620993,3,2,1,1,0,2.0,4.0,2,0,1,1,1.467517532298345,0
6227.006058665064,1,32.40544743045958,27.104391190147133,4,3,2,1,1,2.629349632922797,4.0,3,1,1,1,1.6853251835386014,0
12061.464892692891,2,38.45248384615126,27.285096923092453,4,1,2,0,0,3.2737580769243713,1.7262419230756287,3,0,1,0,1.7262419230756287,0
7943.817125018738,0,26.421074000299807,36.0,1,1,1,0,0,3.4210740002998055,4.0,2,1,1,1,2.0,0
1334.178894996714,2,28.35778999342785,10.410552501643037,6,3,1,1,0,1.5298158327856544,3.0596316655713087,3,0,1,1,1.5298158327856544,0
12947.427389793815,2,37.951324343771404,18.876161812114738,8,3,0,0,2,4.0,2.902648687542807,0,0,1,0,1.0,0
3380.471334182792,1,34.252882997674575,13.793080805581013,8,2,3,1,2,4.0,3.1494234004650843,3,1,1,0,1.0,0
2527.825214566205,1,33.43361942160679,25.69579757229915,5,1,2,2,0,2.8694682851339,4.0,3,3,1,1,2.0,0
3953.430804554849,1,37.66855830819886,28.773596095843523,4,1,3,1,2,4.0,2.0773596095843523,1,1,0,1,2.2817602602770988,0
1491.0698886365828,2,28.742882219367438,10.752372593544187,4,2,2,0,1,1.8317516043038755,2.0,1,0,1,1,1.4158758021519378,0
3512.45917246374,0,29.220642171536717,13.323853029220302,4,1,2,1,2,2.220642171536717,2.8896789142316415,0,1,1,1,2.0,0
1238.556558964675,2,36.45247171740027,9.037705976450024,3,3,3,1,2,4.0,1.962294023549977,0,2,1,0,1.0,0
3963.225559011241,1,31.41460514928056,16.81095386196042,4,1,3,1,2,3.2073025746402815,1.7926974253597188,0,1,0,1,2.2073025746402815,0
1951.6719326085815,1,58.432403043257814,34.937546086865304,0,3,3,1,1,3.911462173905442,4.0,2,0,1,0,1.0,0
3161.775497273412,1,26.409408769342885,22.13041503315923,4,3,1,1,2,2.688402505526539,2.0,0,1,1,1,1.0,0
1374.245855727599,1,35.75046047471122,14.994474303465397,4,3,2,0,0,2.750460474711217,2.499079050577566,0,1,1,1,1.0,0
2426.8106059067286,1,34.55674930569922,26.659504165804655,6,3,1,1,2,3.3351239585488357,4.0,0,1,1,1,1.0,0
2219.0325290174865,1,44.26939523730452,25.656383630309925,3,2,3,1,2,3.2043372023315326,3.2043372023315326,3,1,0,0,1.6021686011657663,0
4737.3475891949465,2,25.0,26.82993730938727,3,1,1,1,0,3.730482161010736,2.269517838989264,0,3,0,1,1.134758919494632,0
12462.745389451142,1,35.226055923855704,32.19869126540509,4,2,2,0,2,4.0,1.7602617469189827,3,0,1,0,1.0,0
1024.9128038885078,1,30.41103089219817,18.0,4,3,1,0,0,2.0,3.2233092676594515,0,1,1,1,1.0,0
1335.7424480214738,1,41.504119261014225,24.0,4,1,0,0,3,2.0,4.0,3,1,0,0,2.0,0
2761.9599433337257,1,25.015021249852882,12.060084999411533,3,2,4,0,0,2.005007083284294,1.0075106249264416,0,1,0,1,1.0,0
1084.1185006846588,1,29.809204493586464,14.171045392303753,5,3,2,0,2,2.6381591012827075,4.0,1,1,1,1,1.6381591012827077,0
3576.55179175481,0,28.53065509748945,25.481606941506328,5,3,3,2,0,4.0,2.0,2,1,1,1,1.7530655097489451,0
10969.208525477494,0,26.368574963269655,40.42289955923588,4,3,1,2,0,2.0,2.8942751101910305,1,0,0,1,2.0,0
1297.8687504308514,1,25.409821490121608,11.59017850987839,4,3,1,0,0,1.614732235182414,3.2049107450608045,0,1,1,1,1.0,0
2060.330460924369,1,25.944554683840614,18.0,4,3,2,1,3,3.300640625430516,2.049039061854226,1,1,0,1,1.0,0
1538.7228677412525,0,46.1215642225013,16.43921788874935,4,2,1,1,1,1.7803910556253246,4.0,2,2,1,0,1.2601303518751084,0
1959.823283501884,1,27.10089554039342,24.0,6,3,1,1,1,3.4453731326915076,3.1092537346169853,1,1,1,1,1.0,0
2039.0,1,21.73360678019083,23.20082034057249,5,3,1,1,1,1.3995898297137543,1.0,1,1,0,1,1.0,0
